archetype,dose,seed,v5_side,outcome,reward_v5,reward_arch,score_v5,score_arch,steps,status_v5,status_arch,seconds
half_drainer,1,20028,0,v5,1,-1,4451.0,0.0,123,DONE,DONE,14.6
half_drainer,1,20032,0,v5,1,-1,8256.0,0.0,130,DONE,DONE,9.4
half_drainer,1,20031,1,v5,1,-1,1590.0,0.0,112,DONE,DONE,12.8
half_drainer,1,20033,1,v5,1,-1,1543.0,0.0,91,DONE,DONE,8.4
half_drainer,1,20030,0,v5,1,-1,3857.0,0.0,126,DONE,DONE,9.6
half_drainer,1,20035,1,v5,1,-1,4334.0,0.0,107,DONE,DONE,7.7
half_drainer,1,20034,0,v5,1,-1,2185.0,0.0,127,DONE,DONE,14.1
half_drainer,1,20038,0,v5,1,-1,4993.0,0.0,129,DONE,DONE,11.3
half_drainer,1,20037,1,v5,1,-1,3081.0,0.0,109,DONE,DONE,13.7
half_drainer,1,20036,0,v5,1,-1,1928.0,0.0,98,DONE,DONE,6.2
half_drainer,1,20039,1,v5,1,-1,4428.0,0.0,128,DONE,DONE,13.5
half_drainer,1,20042,0,v5,1,-1,3808.0,0.0,131,DONE,DONE,8.7
half_drainer,1,20044,0,v5,1,-1,2721.0,0.0,130,DONE,DONE,7.7
half_drainer,1,20040,0,v5,1,-1,2058.0,0.0,143,DONE,DONE,17.6
half_drainer,1,20041,1,v5,1,-1,1406.0,0.0,87,DONE,DONE,8.7
half_drainer,1,20046,0,v5,1,-1,3455.0,0.0,85,DONE,DONE,6.6
half_drainer,1,20043,1,v5,1,-1,6743.0,0.0,124,DONE,DONE,17.7
half_drainer,1,20045,1,v5,1,-1,3754.0,0.0,134,DONE,DONE,14.6
half_drainer,1,20049,1,v5,1,-1,4246.0,0.0,132,DONE,DONE,9.7
half_drainer,1,20048,0,v5,1,-1,6559.0,0.0,138,DONE,DONE,16.9
half_drainer,1,20051,1,v5,1,-1,2614.0,0.0,152,DONE,DONE,16.8
half_drainer,1,20052,0,v5,1,-1,2052.0,0.0,131,DONE,DONE,7.9
half_drainer,1,20047,1,v5,1,-1,5326.0,0.0,139,DONE,DONE,16.5
half_drainer,1,20055,1,v5,1,-1,2436.0,0.0,136,DONE,DONE,9.2
